409faa5f5353e543bf6d99125c7c0e83,4657.0
a7b877ae6d2f079a15b6b192a4425620,4633.0
1237d5925a7176fced9dda961a86c684,4555.0
a36b38f754f6abd278aeb9dbc7696343,3889.0
ef3fdbe1dcde754d91130cde6a4b4d61,3391.0
96cbccca68ad868a78bb0604e4a41cf5,3357.0
1694836fc379411d2b9aa087d68d571b,2703.0
11f7b172e09b77715d3bb2175a40b409,2689.0
ffd60d684f32e6fd5b47fe90095f9d34,2599.0
f6c10a04d57159c0d64d6bc30c677471,2315.0
dc8a2f47b3d1dc2e1f5f805891976b29,2240.0
c6a6705874a49360a01c2b3fd39fe900,2161.0
c434ee7f909f455fc2109ef1f741a2d4,2144.0
6b780e361cfc5f06def718518324bdcb,2076.0
5c78314ff92e6fec9aa07acc1fa0dc24,2043.0
5eee6273221f15d4e0cdc2c033f0dd72,2025.0
ddbc32632c9632d1dd746f28721f3a9f,1920.0
5987b97497dc2c6f7c3d690526ea34b0,1878.0
28df1c1787c97637be4f8a7fe41c1105,1775.0
6e4d034e4b967b745639f825dc73ebe6,1689.0
352875c83f4adf659984d683666d2038,1650.0
e043936a0f7ec9177eaaf79e4bbe8631,1561.0
b65d67bf1cf90c3fcd9868edc2f35454,1423.0
137b99f91e5e420832b5c3ae75a12a45,1347.0
21449492f1325dc7fab32e2109758c15,1313.0
4ca02e17ff1a389f9bdd9eb488a01563,1269.0
82bd79dc4db9e3681c376c90b1604fa8,1256.0
8d0ef18ec87e81bbb286975b9b0cb5b6,1146.0
6c498e15165bcab4442f6e99135bcbb7,1144.0
9b93b0042b0a3fba92a57224122cea67,1136.0
6898520892f36d2f9597b1c708e294f0,1133.0
e2b3c5ef478cae4cbabc7577bf139645,1132.0
9279403ab31c9b2574b09cef10f08586,1123.0
a56b903521b8ab33a7878b35582803a8,1106.0
f2e9c4d09183997ce7cdab5a93686b4c,1032.0
c471b243ae160f3817bd392932447fce,1013.0
eaafa5ddaa83a001babed4208f4817c6,971.0
e81a04a50f341415b6b8dbb1f94c559c,925.0
fad7959733a200344fe5a2a9f6252f81,907.0
0013c1743927ee19a962b903b8990896,906.0
cdb9c0ee3bba4c3d8b9292eb575bd9e3,901.0
dbaaec51eeca49cb19d683ec4ed2ea7a,900.0
e2eea174f42cec1730a29e85e032fd98,883.0
5ad30b3820e60e8bd5048ab0a31ad4be,860.0
b57bc5dcf6016bb5817cc2a545dcaad8,847.0
29b4b85879d0c908835a2c655cd82b76,797.0
4c8ff0ea98d2c0ebb486e33bd96c61f9,792.0
14440ff99dac4bafa3c3a275dde92935,790.0
c58d52926eceee08f400001aaf5dabb1,784.0
9f749640ff795e2ec00098305514bac6,768.0
42db26c2c81f1d89d295d759f0490177,737.0
14a7b061e94506a22f6c2e448b4810d7,733.0
